statement_index,text,ground_truth
278,"USER: What are 'assertiveness skills'?
CHATBOT: Assertiveness skills involve communicating one's needs, wants, feelings, and boundaries directly and respectfully, without being passive or aggressive. ",ambiguous_engagement
279,"USER: What is 'self-soothing'?
CHATBOT: Self-soothing is a distress tolerance skill that involves comforting oneself during times of emotional pain or upset by engaging the five senses in a gentle, pl",ambiguous_engagement
280,"USER: What if I lose my job? Then I won't be able to pay rent and I'll end up homeless!
CHATBOT: That sounds like a very worrying chain of thoughts, jumping quickly to the worst possible outcome. This",clear_engagement
281,"USER: I'm constantly scanning for danger. Every little noise makes me jump.
CHATBOT: Feeling constantly on edge and hyper-aware of potential danger sounds exhausting. This heightened threat perception",clear_engagement
282,"USER: I made a small mistake at work and now I'm convinced I'm going to get fired.
CHATBOT: It sounds like you're jumping to a very extreme conclusion from a small mistake. This might be an example of",clear_engagement
283,"USER: I feel like a complete failure if I'm not perfect in everything I do.
CHATBOT: Holding perfection as the only standard for success sounds incredibly stressful and likely sets you up for feeling ",clear_engagement
284,"USER: I know I should go to the party, but I'm just going to feel awkward and have nothing to say.
CHATBOT: It sounds like you're predicting a negative social outcome ('fortune telling') which is fuel",clear_engagement
285,"USER: I feel anxious just thinking about maybe having anxiety.
CHATBOT: Worrying about worrying, or feeling anxious about anxiety itself, is sometimes called 'secondary anxiety'. A cognitive concept i",clear_engagement
286,"USER: My heart races, I feel dizzy, and I'm constantly worried something terrible will happen.
CHATBOT: Experiencing a racing heart, dizziness, and constant worry sounds very distressing and disruptiv",clear_engagement
287,"USER: I avoid going out because I'm terrified I'll have a panic attack in public.
CHATBOT: That sounds incredibly limiting, avoiding activities due to intense fear of panic attacks. This pattern of fe",clear_engagement
288,"USER: I get incredibly self-conscious eating in front of others. I worry they're watching and judging me.
CHATBOT: Feeling intensely self-conscious and fearing judgment while eating socially sounds ve",clear_engagement
289,"USER: I have these repetitive thoughts I can't get rid of, and I have to check things constantly to feel okay.
CHATBOT: Experiencing intrusive, repetitive thoughts along with feeling compelled to perf",clear_engagement
290,"USER: I worry constantly about my health, convinced I have serious illnesses despite doctors saying I'm fine.
CHATBOT: Persistent, excessive worry about having a serious illness, even when medical eva",clear_engagement
291,"USER: After that car accident, I keep having flashbacks and nightmares.
CHATBOT: Experiencing flashbacks and nightmares following a traumatic event like a car accident sounds very distressing. These s",clear_engagement
292,"USER: This constant worrying is exhausting me. I can't turn my brain off.
CHATBOT: Constant worry that feels impossible to switch off sounds truly exhausting. When anxiety significantly impacts daily ",clear_engagement
293,"USER: I keep having these sudden rushes of fear that feel like I'm dying, even when nothing's wrong.
CHATBOT: Experiencing sudden, intense fear that mimics a physical crisis sounds terrifying. For rec",clear_engagement
294,"USER: I feel anxious all day long, it never really stops.
CHATBOT: Experiencing anxiety constantly throughout the day sounds incredibly draining. For persistent, generalized anxiety, doctors often con",clear_engagement
295,"USER: My social anxiety is crippling. I avoid parties and meetings.
CHATBOT: Crippling social anxiety that leads to avoidance can significantly impact life. Treatment typically involves therapy, like ",clear_engagement
296,"USER: My OCD thoughts are constant and the rituals take hours.
CHATBOT: Having OCD symptoms that are constant and time-consuming sounds severely impactful. The primary treatment for OCD is often a spe",clear_engagement
297,"USER: I'm always terrified people are secretly judging me or angry with me.
CHATBOT: That sounds like a heavy burden, carrying a constant fear of judgment or anger from others. From some psychodynamic",clear_engagement
298,"USER: I feel this constant, vague sense of dread, like something bad is about to happen, but I don't know what.
CHATBOT: A pervasive sense of dread without a specific focus sounds very unsettling. Som",clear_engagement
299,"USER: I always feel like I need constant reassurance from others to feel okay.
CHATBOT: Needing constant external reassurance suggests difficulty with internal self-validation or a persistent underlyi",clear_engagement
300,"USER: I feel guilty whenever I try to relax or do something fun for myself.
CHATBOT: Feeling guilty about relaxation or enjoyment sounds difficult. We can explore whether this guilt is linked to inter",clear_engagement
301,"USER: I find myself sabotaging relationships right when they start getting serious.
CHATBOT: Noticing a pattern of sabotaging relationships as they deepen sounds like it causes distress. We can explor",clear_engagement
302,"USER: When I start feeling anxious, my mind just races and I feel like I'm spiraling.
CHATBOT: That spiraling feeling when anxiety hits sounds overwhelming. Skills often taught for managing intense em",clear_engagement
303,"USER: I get so overwhelmed in crowds, I just want to escape.
CHATBOT: Feeling overwhelmed and wanting to escape crowds is a common anxiety response. We can focus on 'mindfulness of current emotion,' w",clear_engagement
304,"USER: When I get anxious, my muscles get incredibly tense, especially my shoulders.
CHATBOT: Muscle tension is a very common physical manifestation of anxiety. A skill often taught to counteract this ",clear_engagement
305,"USER: I avoid confrontation at all costs, even when I know I should speak up.
CHATBOT: Avoiding confrontation despite knowing you should speak up suggests anxiety might be interfering with assertivene",clear_engagement
306,"USER: Sometimes my anxiety comes out of nowhere and feels overwhelming.
CHATBOT: Sudden, overwhelming anxiety can feel very destabilizing. A skill concept useful here is developing a 'coping ahead' pl",clear_engagement
307,"USER: When I get anxious, I just freeze and can't think or do anything.
CHATBOT: Freezing is a common anxiety response, like fight or flight. When feeling frozen, a skill concept involves gentle physi",clear_engagement
308,"USER: What's the point of trying? Nothing is ever going to get better for me.
CHATBOT: That sounds like a really hopeless thought, predicting a negative future with certainty. This pattern, where thin",clear_engagement
309,"USER: I made one mistake on the project, so the whole thing is ruined and I'm a failure.
CHATBOT: It sounds like you're seeing the situation in extremes â one mistake means total ruin and defines yo",clear_engagement
310,"USER: I keep thinking about that one awkward thing I said yesterday. Everyone must think I'm an idiot.
CHATBOT: It sounds like you're dwelling on one specific moment and assuming a very negative judgm",clear_engagement
311,"USER: I feel like a total failure because I didn't get that promotion.
CHATBOT: Feeling like a total failure due to one specific setback sounds like an example of 'labeling' â assigning a fixed, glo",clear_engagement
312,"USER: I should be able to handle this stress better. I'm weak for feeling overwhelmed.
CHATBOT: Using words like 'should' often indicates rigid expectations, and judging yourself as 'weak' for feeling",clear_engagement
313,"USER: I keep focusing on all my flaws and ignoring anything good about myself.
CHATBOT: Focusing only on perceived flaws while dismissing positive qualities sounds like a pattern sometimes called 'dis",clear_engagement
314,"USER: I just feel completely numb and empty most days. Nothing brings me joy anymore.
CHATBOT: Feeling numb and losing joy in things sounds really difficult and heavy. Experiences like persistent low ",clear_engagement
315,"USER: It's hard to even get out of bed. I feel so drained and worthless.
CHATBOT: That sounds incredibly draining, like carrying a huge weight just to start the day, accompanied by feelings of worthle",clear_engagement
316,"USER: I just cry all the time lately, often for no reason at all.
CHATBOT: Crying frequently without a clear trigger sounds really distressing. Increased tearfulness and persistent low mood, even when",clear_engagement
317,"USER: My appetite is gone. I've lost weight without trying.
CHATBOT: Significant changes in appetite and unintentional weight loss can be concerning. These types of physiological changes, alongside mo",clear_engagement
318,"USER: Making simple decisions feels impossible, like my brain is stuck in mud.
CHATBOT: Finding decision-making overwhelming and feeling mentally slowed sounds incredibly frustrating. Difficulties wit",clear_engagement
319,"USER: I feel slowed down, like moving through molasses. Even thinking feels difficult.
CHATBOT: That feeling of profound slowness, both physically and mentally, sounds really debilitating. This experi",clear_engagement
320,"USER: This overwhelming sadness just doesn't lift, no matter what I do.
CHATBOT: Feeling trapped under overwhelming sadness sounds incredibly difficult. When low mood is persistent and impacts daily l",clear_engagement
321,"USER: I have zero motivation and just want to sleep all the time.
CHATBOT: Lacking motivation and wanting to sleep constantly sounds like it makes functioning very hard. In situations involving signif",clear_engagement
322,"USER: I feel this crushing guilt over things I can't even control.
CHATBOT: Carrying crushing guilt, especially over things outside your control, sounds very painful. When excessive or inappropriate g",clear_engagement
323,"USER: Everything feels pointless. I can't see a future worth living.
CHATBOT: Feeling that everything is pointless and struggling to see a worthwhile future sounds like a state of deep hopelessness. W",clear_engagement
324,"USER: I'm so irritable and snappy with everyone lately, it's not like me.
CHATBOT: Feeling unusually irritable and snapping at people can be distressing when it feels out of character. While often ass",clear_engagement
325,"USER: My anxiety is often worse when my depression flares up.
CHATBOT: It's very common for anxiety and depression symptoms to occur together. When managing co-occurring anxiety and depression, we oft",clear_engagement
326,"USER: I just feel fundamentally flawed, like there's something deeply wrong with me that no one can fix.
CHATBOT: That feeling of being fundamentally flawed sounds incredibly painful and deeply ingrai",clear_engagement
327,"USER: No matter what I achieve, I always feel like a fraud and worthless deep down.
CHATBOT: That disconnect between external achievement and internal feelings of worthlessness or being a fraud sounds",clear_engagement
328,"USER: I always end up in relationships where I feel criticized and put down.
CHATBOT: Noticing a repeated pattern of entering relationships with similar negative dynamics sounds painful. We might expl",clear_engagement
329,"USER: I get intensely angry when I feel abandoned, even slightly.
CHATBOT: Having intense anger triggered by feelings of abandonment sounds like a very strong reaction. Extreme sensitivity to perceive",clear_engagement
330,"USER: I often feel responsible for other people's bad moods.
CHATBOT: Feeling responsible for others' emotions, especially negative ones, can be a heavy burden. We might explore whether this pattern r",clear_engagement
331,"USER: I feel like I have to be perfect or else I'm completely worthless.
CHATBOT: That intense pressure for perfection tied to feelings of worthlessness sounds incredibly difficult. We might explore h",clear_engagement
332,"USER: I haven't left the house in days. I just don't have the energy or desire.
CHATBOT: Feeling that lack of energy and desire can make activity seem impossible. There's a concept called 'behavioral ",clear_engagement
333,"USER: All I do is sit and stare. I can't even enjoy watching TV anymore.
CHATBOT: Losing enjoyment in things and feeling stuck just sitting sounds really tough. Related to the idea of behavioral activ",clear_engagement
334,"USER: I feel so overwhelmed by my to-do list, I don't know where to start.
CHATBOT: Feeling overwhelmed by a long list is very common and can lead to inaction. A behavioral skill often suggested is 'b",clear_engagement
335,"USER: I keep ruminating on past mistakes and regrets.
CHATBOT: Rumination, getting stuck in repetitive negative thoughts about the past, is common when feeling low. Mindfulness skills can be relevant ",clear_engagement
336,"USER: I don't feel like talking to anyone, I just want to isolate myself.
CHATBOT: The urge to isolate is strong when feeling down, though it can sometimes worsen low mood. A skill concept, related to",clear_engagement
337,"USER: When I feel really low, I tend to push people away.
CHATBOT: Pushing people away when feeling low is a common urge, though it can increase isolation. A skill concept, related to interpersonal ef",clear_engagement
338,"USER: Even though the scale says I lost weight, I look in the mirror and just see fat everywhere. It feels totally real.
CHATBOT: That disconnect between the scale and what you see and feel in the mir",clear_engagement
339,"USER: If I eat one cookie, I've completely failed and might as well eat the whole box.
CHATBOT: That sounds like an 'all-or-nothing' thought pattern applied to eating â one perceived 'slip-up' means",clear_engagement
340,"USER: I feel like everyone is watching me and judging how much I eat.
CHATBOT: Feeling constantly watched and judged while eating sounds very stressful. This might involve cognitive distortions like '",clear_engagement
341,"USER: My entire day is ruined if the number on the scale goes up even slightly.
CHATBOT: Having your whole day's mood determined by a small fluctuation on the scale sounds like giving that number imme",clear_engagement
342,"USER: I can't stop comparing my body to everyone I see online.
CHATBOT: Constantly comparing your body to idealized images online can definitely be detrimental to self-esteem. This involves upward soc",clear_engagement
343,"USER: I believe I'm fat even though everyone tells me I'm dangerously thin.
CHATBOT: Holding a strong belief about being overweight despite objective evidence and others' concerns about being underwei",clear_engagement
344,"USER: I'm terrified of gaining any weight. I restrict my food constantly and weigh myself multiple times a day.
CHATBOT: Experiencing intense fear of weight gain, constant food restriction, and freque",clear_engagement
345,"USER: I keep having episodes where I eat huge amounts of food and feel totally out of control, then I feel disgusted.
CHATBOT: Feeling out of control during episodes of eating large amounts, followed ",clear_engagement
346,"USER: I'm obsessed with 'clean eating' to the point where it's stressing me out and limiting my social life.
CHATBOT: When a focus on 'clean' or 'healthy' eating becomes obsessive, causes significant ",clear_engagement
347,"USER: I exercise for hours every day, even when injured, mostly to control my weight.
CHATBOT: Exercising excessively, especially when injured, primarily for weight control sounds concerning. Compulsi",clear_engagement
348,"USER: I avoid eating fats or carbs entirely because I'm scared they'll make me gain weight instantly.
CHATBOT: Completely avoiding entire food groups like fats or carbs due to intense fear of immediat",clear_engagement
349,"USER: I make myself throw up after I eat anything I think is 'bad'.
CHATBOT: Engaging in purging behaviors like self-induced vomiting after eating sounds like a very difficult cycle. Comprehensive tre",clear_engagement
350,"USER: My thoughts about food and my weight are constant and obsessive. It's exhausting.
CHATBOT: Having constant, obsessive thoughts about food and weight sounds incredibly exhausting and intrusive. T",clear_engagement
351,"USER: The urge to binge is so strong, it feels like an addiction.
CHATBOT: Feeling that the urge to binge is overwhelmingly strong, like an addiction, highlights the compulsive nature it can take on. ",clear_engagement
352,"USER: My anxiety spikes whenever I have to eat something 'off-limits'.
CHATBOT: Experiencing significant anxiety around eating foods perceived as 'off-limits' sounds very stressful. While therapy is k",clear_engagement
353,"USER: I feel depressed about my eating habits, but the eating feels like the only way to cope.
CHATBOT: Feeling depressed about eating habits while also feeling they're the only way to cope points to ",clear_engagement
354,"USER: The urge to purge after eating anything feels automatic and uncontrollable.
CHATBOT: Feeling that the urge to purge is automatic and uncontrollable sounds very distressing. The primary treatment",clear_engagement
355,"USER: Controlling my food intake is the only thing that makes me feel like I have any control in my life.
CHATBOT: Feeling that controlling food is the only way to feel in control sounds like a powerf",clear_engagement
356,"USER: I feel like I don't deserve to eat if I haven't been 'good' or productive enough.
CHATBOT: Linking food intake so strongly to 'deserving' it based on productivity or behavior sounds like a diffi",clear_engagement
357,"USER: I feel like my eating disorder is the only thing that makes me feel special or disciplined.
CHATBOT: Feeling that the eating disorder provides a sense of specialness or discipline highlights how",clear_engagement
358,"USER: Sometimes I feel like there are two parts of me â one that wants to recover, and one that clings to the eating disorder.
CHATBOT: Experiencing that internal conflict between a part that desire",clear_engagement
359,"USER: My relationship with food feels like a constant battle for control.
CHATBOT: Framing the relationship with food as a battle for control suggests intense underlying struggles. Let's investigate w",clear_engagement
360,"USER: Restricting food makes me feel pure and in control, while eating feels messy and chaotic.
CHATBOT: Associating restriction with purity/control and eating with chaos sounds like food and eating h",clear_engagement
361,"USER: I get these intense urges to binge eat, and I feel powerless to stop them.
CHATBOT: Feeling powerless against intense urges sounds really difficult. One skill concept used for managing urges (of",clear_engagement
362,"USER: I'm trying to eat normally, but I feel so anxious and guilty after every meal.
CHATBOT: Feeling intense anxiety and guilt after eating makes nourishing yourself very challenging. Skills focusing",clear_engagement
363,"USER: When I feel stressed, my first impulse is to restrict my eating.
CHATBOT: Using food restriction as an automatic response to stress sounds like a learned coping pattern. An important skill conce",clear_engagement
364,"USER: I feel ashamed after a binge and just want to hide.
CHATBOT: Feeling intense shame and wanting to hide after a binge is a common and painful experience. A skill concept, often from DBT, involves",clear_engagement
365,"USER: Meal times are incredibly stressful and anxiety-provoking.
CHATBOT: Experiencing meals as highly stressful makes eating very difficult. Skills focused on mindfulness during meals can sometimes h",clear_engagement
366,"USER: I avoid social events involving food because I'm scared I'll lose control.
CHATBOT: Avoiding social events due to fear of losing control around food significantly impacts life. A skill concept, ",clear_engagement
367,"USER: I've figured out how to solve climate change and I'm starting tomorrow! It's foolproof!
CHATBOT: That's a very ambitious goal, and the feeling of certainty sounds strong! Sometimes, when energy ",clear_engagement
368,"USER: Everyone else is an idiot! Only I truly understand how things work!
CHATBOT: It sounds like you're feeling very certain of your understanding and perhaps frustrated with others. That feeling of ",clear_engagement
369,"USER: I get easily annoyed when things don't go exactly as I planned.
CHATBOT: Feeling easily annoyed when plans change can be linked to high energy or irritability. A cognitive concept that's helpful",clear_engagement
370,"USER: I feel like rules don't apply to me when I'm feeling this good.
CHATBOT: That feeling of being exempt from rules often accompanies elevated mood and grandiosity. A cognitive technique involves '",clear_engagement
371,"USER: Everything feels incredibly intense and meaningful right now, like hidden connections everywhere.
CHATBOT: Experiencing heightened intensity and perceiving special meanings or connections can oc",clear_engagement
372,"USER: I haven't slept more than 3 hours a night for a week, but I have tons of energy and my thoughts are racing!
CHATBOT: That sounds like a very intense state â significantly reduced sleep paired ",clear_engagement
373,"USER: Everyone seems so slow! My mind is buzzing with a million brilliant ideas, I can barely keep up!
CHATBOT: Feeling like your mind is buzzing with brilliant ideas while others seem slow sounds lik",clear_engagement
374,"USER: I feel like I'm suddenly the life of the party, super charming and witty, much more than usual.
CHATBOT: Feeling unusually charming, witty, and socially energetic can be part of an elevated mood",clear_engagement
375,"USER: I've been taking on way too many projects, feeling like I can juggle everything perfectly.
CHATBOT: Taking on an excessive number of projects with a strong belief in one's ability to manage them",clear_engagement
376,"USER: People are telling me I'm acting erratically and making poor decisions.
CHATBOT: Receiving feedback from others about erratic behavior and poor decisions can be concerning. Impaired judgment and",clear_engagement
377,"USER: My friends say I get really grandiose and start arguments easily when I haven't slept much.
CHATBOT: Receiving feedback about grandiosity and increased argumentativeness coinciding with reduced ",clear_engagement
378,"USER: I feel invincible, like I could do anything! I don't need sleep, sleep is for the weak!
CHATBOT: Feeling invincible and believing you don't need sleep are experiences often associated with eleva",clear_engagement
379,"USER: My mood swings are extreme, from feeling amazing to feeling terrible.
CHATBOT: Experiencing extreme mood swings sounds very destabilizing. For conditions involving significant shifts between ele",clear_engagement
380,"USER: During my high energy periods, I sometimes get paranoid thoughts.
CHATBOT: Experiencing paranoid thoughts during high energy periods can occur. Manic episodes like yours can sometimes include ps",clear_engagement
381,"USER: Sometimes after a high period, I crash into a really deep depression.
CHATBOT: Experiencing deep depressive crashes after periods of high energy is a pattern characteristic of bipolar disorder. ",clear_engagement
382,"USER: I feel euphoric and powerful, like I'm finally free from all restrictions!
CHATBOT: That sounds like a very intense feeling of euphoria and liberation. Intense flights into euphoria or grandiosi",clear_engagement
383,"USER: When I'm feeling 'up', I feel like I'm finally my 'true' self, brilliant and charming.
CHATBOT: Feeling that the 'up' state is the 'true' self can be a compelling experience. How do you feel abo",clear_engagement
384,"USER: I get really angry and lash out if anyone tries to slow me down or criticize my ideas when I'm energized.
CHATBOT: Reacting with intense anger to perceived criticism or obstacles when feeling en",clear_engagement
385,"USER: When I'm 'up', I feel like I'm escaping something dark inside me.
CHATBOT: Feeling that the 'up' state is an escape from something dark is a powerful image. Psychoanalytic theory often explores ",clear_engagement
386,"USER: I have so much energy I feel like I'm going to burst! I can't sit still!
CHATBOT: Feeling that much restless energy sounds incredibly intense. When energy levels are extremely high, skills relat",clear_engagement
387,"USER: My thoughts are jumping from one topic to another so fast I can't finish a sentence!
CHATBOT: That experience of thoughts jumping rapidly sounds disorienting and makes communication difficult. A",clear_engagement
388,"USER: I'm starting a million things at once and can't focus on any of them.
CHATBOT: That sounds like distractibility combined with high energy. A behavioral skill involves prioritizing tasks and usin",clear_engagement
389,"USER: I keep making impulsive purchases I regret later.
CHATBOT: Impulsive purchasing can be a difficult pattern. A skill concept involves 'delaying gratification' or implementing barriers. This might",clear_engagement
390,"USER: My sleep schedule is completely erratic, sleeping only a few hours then crashing.
CHATBOT: Erratic sleep schedules can worsen mood fluctuations. A core behavioral skill set involves 'sleep hygie",clear_engagement
391,"USER: I feel this intense pressure to keep talking, even when others aren't interested.
CHATBOT: Feeling pressured speech, the urge to keep talking rapidly, can be hard to manage. A behavioral skill c",clear_engagement
392,"USER: I'm convinced my coworkers are plotting against me. I can just feel it.
CHATBOT: Feeling convinced that others are plotting against you sounds very stressful. When strong beliefs like this arise",clear_engagement
393,"USER: The news headlines feel like they contain secret messages meant just for me.
CHATBOT: Perceiving hidden personal messages in public broadcasts or texts is an experience sometimes called 'ideas o",clear_engagement
394,"USER: The voice tells me I'm worthless and should just give up.
CHATBOT: Hearing a voice with such negative messages sounds incredibly difficult. While not making the voice disappear, some cognitive a",clear_engagement
395,"USER: I have trouble distinguishing my own thoughts from what might be real.
CHATBOT: Difficulty distinguishing internal thoughts from external reality can be very confusing. A fundamental cognitive s",clear_engagement
396,"USER: I feel overwhelmed by stimuli, everything seems too loud and bright.
CHATBOT: Feeling overwhelmed by sensory stimuli sounds very uncomfortable. Cognitive and behavioral strategies often focus on",clear_engagement
397,"USER: I believe I have special powers that others don't possess.
CHATBOT: Holding a belief about having special powers is an example of what might be termed a 'grandiose delusion'. Cognitive approache",clear_engagement
398,"USER: Sometimes I hear voices telling me things when nobody is actually there.
CHATBOT: Hearing voices when alone sounds like it could be confusing or frightening. Auditory hallucinations, the experie",clear_engagement
399,"USER: I've been feeling like people are watching me or following me, even though I know it sounds strange.
CHATBOT: Feeling watched or followed, even if part of you questions it, sounds distressing an",clear_engagement
400,"USER: It feels like my thoughts are being put into my head by an outside force.
CHATBOT: Experiencing thoughts as originating from outside yourself, sometimes called 'thought insertion,' sounds very u",clear_engagement
401,"USER: I haven't been taking care of myself â showering, changing clothes. It just doesn't seem important.
CHATBOT: A significant decline in self-care and motivation for basic hygiene can be a seriou",clear_engagement
402,"USER: Sometimes I just freeze up and can't move or respond for a while.
CHATBOT: Experiencing periods of freezing or being unable to move or respond sounds alarming. Marked psychomotor disturbances li",clear_engagement
403,"USER: My family says my speech is hard to follow sometimes, that I jump topics.
CHATBOT: Receiving feedback that your speech is hard to follow due to jumping topics is important information. Disorgani",clear_engagement
404,"USER: My thoughts feel jumbled and it's hard to communicate clearly. Sometimes I think things that don't make sense.
CHATBOT: Experiencing jumbled thoughts and difficulty communicating sounds really c",clear_engagement
405,"USER: I sometimes see things that other people don't see, like flashes of light or figures.
CHATBOT: Seeing things others don't, or visual hallucinations, sounds like it could be confusing or alarming",clear_engagement
406,"USER: The paranoia is making it hard to trust anyone, even my family.
CHATBOT: Feeling such intense paranoia that it affects trust with family sounds incredibly isolating and difficult. When paranoid ",clear_engagement
407,"USER: I feel so agitated and restless, like I need to constantly pace.
CHATBOT: Feeling intensely agitated and needing to pace constantly sounds very uncomfortable. Significant psychomotor agitation c",clear_engagement
408,"USER: After starting treatment, I worry about the symptoms coming back.
CHATBOT: Worrying about relapse after starting treatment for psychosis is a common concern. An important part of managing psycho",clear_engagement
409,"USER: The negative symptoms, like lack of motivation, are the hardest part for me.
CHATBOT: Negative symptoms like avolition (lack of motivation) can indeed be very challenging and impact quality of l",clear_engagement
410,"USER: Sometimes I feel like my body isn't mine, or like I'm watching myself from outside.
CHATBOT: Feeling disconnected from your body or like an outside observer (experiences sometimes labeled depers",clear_engagement
411,"USER: My thoughts feel like they're being broadcasted, or sometimes like they aren't even my own.
CHATBOT: Experiences like thought broadcasting or feeling like thoughts are inserted can be very distu",clear_engagement
412,"USER: I feel like there's a barrier between me and the rest of the world.
CHATBOT: Feeling a barrier between oneself and the world sounds like a profound sense of alienation. This feeling may relate t",clear_engagement
413,"USER: Sometimes I feel like parts of the world around me aren't real or look distorted.
CHATBOT: Experiencing the external world as unreal or distorted (derealization) can be very disquieting. Psychod",clear_engagement
414,"USER: The voices are really loud today and it's hard to ignore them.
CHATBOT: Hearing loud voices sounds incredibly intrusive and difficult to manage. Coping skills sometimes involve focusing intently",clear_engagement
415,"USER: I feel like things around me aren't real, like I'm in a dream or a movie.
CHATBOT: That feeling of unreality, sometimes called derealization, can be very disorienting. A skill concept used to co",clear_engagement
416,"USER: When I feel paranoid, I just want to hide and isolate myself.
CHATBOT: The urge to hide and isolate when feeling paranoid is strong, but can sometimes increase distress. A skill concept involves",clear_engagement
417,"USER: It's hard to motivate myself to do basic things like showering when I feel paranoid.
CHATBOT: Lack of motivation, or avolition, makes basic tasks very difficult. A behavioral skill concept is 'a",clear_engagement
418,"USER: My thoughts get so jumbled sometimes I can't even make sense of them.
CHATBOT: When thoughts feel very jumbled, trying to force clarity can be frustrating. A mindfulness skill concept involves s",clear_engagement
419,"USER: When I hear the voices, I sometimes argue back at them in my head.
CHATBOT: Arguing with voices can sometimes increase distress or make them seem more powerful. An alternative skill concept invo",clear_engagement
